Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007
"06037300601","Census Tract 3006.01, Los Angeles County, California","ACSSF","ca","140","00","0005307",,,,,"06","037",,,"300601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300601","Census Tract 3006.01",,,,5961,394,54,144,363,367,4639
"06037300602","Census Tract 3006.02, Los Angeles County, California","ACSSF","ca","140","00","0005308",,,,,"06","037",,,"300602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300602","Census Tract 3006.02",,,,3172,68,20,83,130,0,2871
"06037300701","Census Tract 3007.01, Los Angeles County, California","ACSSF","ca","140","00","0005309",,,,,"06","037",,,"300701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300701","Census Tract 3007.01",,,,5159,83,0,35,188,13,4840
"06037300702","Census Tract 3007.02, Los Angeles County, California","ACSSF","ca","140","00","0005310",,,,,"06","037",,,"300702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300702","Census Tract 3007.02",,,,5942,500,10,48,128,39,5217
"06037300800","Census Tract 3008, Los Angeles County, California","ACSSF","ca","140","00","0005311",,,,,"06","037",,,"300800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300800","Census Tract 3008",,,,7015,202,137,308,348,119,5901
"06037300901","Census Tract 3009.01, Los Angeles County, California","ACSSF","ca","140","00","0005312",,,,,"06","037",,,"300901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300901","Census Tract 3009.01",,,,5496,87,0,0,286,122,5001
"06037300902","Census Tract 3009.02, Los Angeles County, California","ACSSF","ca","140","00","0005313",,,,,"06","037",,,"300902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037300902","Census Tract 3009.02",,,,2148,0,0,48,20,49,2031
"06037301000","Census Tract 3010, Los Angeles County, California","ACSSF","ca","140","00","0005314",,,,,"06","037",,,"301000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301000","Census Tract 3010",,,,5320,80,258,225,291,175,4291
"06037301100","Census Tract 3011, Los Angeles County, California","ACSSF","ca","140","00","0005315",,,,,"06","037",,,"301100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301100","Census Tract 3011",,,,7205,212,59,392,787,318,5437
"06037301203","Census Tract 3012.03, Los Angeles County, California","ACSSF","ca","140","00","0005316",,,,,"06","037",,,"301203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301203","Census Tract 3012.03",,,,4306,139,119,161,280,320,3287
"06037301204","Census Tract 3012.04, Los Angeles County, California","ACSSF","ca","140","00","0005317",,,,,"06","037",,,"301204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301204","Census Tract 3012.04",,,,4994,354,174,311,343,331,3481
"06037301205","Census Tract 3012.05, Los Angeles County, California","ACSSF","ca","140","00","0005318",,,,,"06","037",,,"301205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301205","Census Tract 3012.05",,,,2162,72,0,27,75,179,1809
"06037301206","Census Tract 3012.06, Los Angeles County, California","ACSSF","ca","140","00","0005319",,,,,"06","037",,,"301206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301206","Census Tract 3012.06",,,,5357,232,71,359,558,235,3902
"06037301300","Census Tract 3013, Los Angeles County, California","ACSSF","ca","140","00","0005320",,,,,"06","037",,,"301300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301300","Census Tract 3013",,,,1984,13,60,31,0,51,1829
"06037301400","Census Tract 3014, Los Angeles County, California","ACSSF","ca","140","00","0005321",,,,,"06","037",,,"301400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301400","Census Tract 3014",,,,3888,88,51,0,36,301,3412
"06037301501","Census Tract 3015.01, Los Angeles County, California","ACSSF","ca","140","00","0005322",,,,,"06","037",,,"301501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301501","Census Tract 3015.01",,,,1867,10,6,53,78,90,1630
"06037301502","Census Tract 3015.02, Los Angeles County, California","ACSSF","ca","140","00","0005323",,,,,"06","037",,,"301502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301502","Census Tract 3015.02",,,,7204,500,260,806,1050,994,3594
"06037301601","Census Tract 3016.01, Los Angeles County, California","ACSSF","ca","140","00","0005324",,,,,"06","037",,,"301601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301601","Census Tract 3016.01",,,,5450,285,14,655,1043,742,2711
"06037301602","Census Tract 3016.02, Los Angeles County, California","ACSSF","ca","140","00","0005325",,,,,"06","037",,,"301602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301602","Census Tract 3016.02",,,,4111,143,117,69,512,401,2869
"06037301701","Census Tract 3017.01, Los Angeles County, California","ACSSF","ca","140","00","0005326",,,,,"06","037",,,"301701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301701","Census Tract 3017.01",,,,2761,187,63,138,311,152,1910
"06037301702","Census Tract 3017.02, Los Angeles County, California","ACSSF","ca","140","00","0005327",,,,,"06","037",,,"301702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301702","Census Tract 3017.02",,,,6078,402,0,590,552,438,4096
"06037301801","Census Tract 3018.01, Los Angeles County, California","ACSSF","ca","140","00","0005328",,,,,"06","037",,,"301801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301801","Census Tract 3018.01",,,,5320,468,317,177,298,242,3818
"06037301802","Census Tract 3018.02, Los Angeles County, California","ACSSF","ca","140","00","0005329",,,,,"06","037",,,"301802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301802","Census Tract 3018.02",,,,5248,424,274,233,185,238,3894
"06037301901","Census Tract 3019.01, Los Angeles County, California","ACSSF","ca","140","00","0005330",,,,,"06","037",,,"301901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301901","Census Tract 3019.01",,,,4370,221,223,76,308,48,3494
"06037301902","Census Tract 3019.02, Los Angeles County, California","ACSSF","ca","140","00","0005331",,,,,"06","037",,,"301902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037301902","Census Tract 3019.02",,,,3055,235,11,223,131,363,2092
"06037302002","Census Tract 3020.02, Los Angeles County, California","ACSSF","ca","140","00","0005332",,,,,"06","037",,,"302002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302002","Census Tract 3020.02",,,,3935,308,294,473,286,252,2322
"06037302003","Census Tract 3020.03, Los Angeles County, California","ACSSF","ca","140","00","0005333",,,,,"06","037",,,"302003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302003","Census Tract 3020.03",,,,3610,455,88,132,272,352,2311
"06037302004","Census Tract 3020.04, Los Angeles County, California","ACSSF","ca","140","00","0005334",,,,,"06","037",,,"302004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302004","Census Tract 3020.04",,,,4108,416,160,256,672,200,2404
"06037302102","Census Tract 3021.02, Los Angeles County, California","ACSSF","ca","140","00","0005335",,,,,"06","037",,,"302102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302102","Census Tract 3021.02",,,,6113,229,55,154,643,556,4476
"06037302103","Census Tract 3021.03, Los Angeles County, California","ACSSF","ca","140","00","0005336",,,,,"06","037",,,"302103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302103","Census Tract 3021.03",,,,5108,564,313,488,507,384,2852
"06037302104","Census Tract 3021.04, Los Angeles County, California","ACSSF","ca","140","00","0005337",,,,,"06","037",,,"302104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302104","Census Tract 3021.04",,,,3657,164,157,151,477,445,2263
"06037302201","Census Tract 3022.01, Los Angeles County, California","ACSSF","ca","140","00","0005338",,,,,"06","037",,,"302201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302201","Census Tract 3022.01",,,,3769,182,187,540,748,352,1760
"06037302202","Census Tract 3022.02, Los Angeles County, California","ACSSF","ca","140","00","0005339",,,,,"06","037",,,"302202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302202","Census Tract 3022.02",,,,5401,931,127,476,813,1030,2024
"06037302301","Census Tract 3023.01, Los Angeles County, California","ACSSF","ca","140","00","0005340",,,,,"06","037",,,"302301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302301","Census Tract 3023.01",,,,3682,302,124,171,363,465,2257
"06037302302","Census Tract 3023.02, Los Angeles County, California","ACSSF","ca","140","00","0005341",,,,,"06","037",,,"302302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302302","Census Tract 3023.02",,,,5451,413,306,259,547,867,3059
"06037302401","Census Tract 3024.01, Los Angeles County, California","ACSSF","ca","140","00","0005342",,,,,"06","037",,,"302401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302401","Census Tract 3024.01",,,,7129,221,662,566,1034,1224,3422
"06037302503","Census Tract 3025.03, Los Angeles County, California","ACSSF","ca","140","00","0005343",,,,,"06","037",,,"302503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302503","Census Tract 3025.03",,,,3945,332,295,200,558,272,2288
"06037302504","Census Tract 3025.04, Los Angeles County, California","ACSSF","ca","140","00","0005344",,,,,"06","037",,,"302504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302504","Census Tract 3025.04",,,,3770,290,80,468,618,507,1807
"06037302505","Census Tract 3025.05, Los Angeles County, California","ACSSF","ca","140","00","0005345",,,,,"06","037",,,"302505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302505","Census Tract 3025.05",,,,4424,316,118,336,740,513,2401
"06037302506","Census Tract 3025.06, Los Angeles County, California","ACSSF","ca","140","00","0005346",,,,,"06","037",,,"302506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037302506","Census Tract 3025.06",,,,3290,250,331,293,223,173,2020
"06037310100","Census Tract 3101, Los Angeles County, California","ACSSF","ca","140","00","0005347",,,,,"06","037",,,"310100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310100","Census Tract 3101",,,,5612,160,270,48,124,113,4897
"06037310201","Census Tract 3102.01, Los Angeles County, California","ACSSF","ca","140","00","0005348",,,,,"06","037",,,"310201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310201","Census Tract 3102.01",,,,5598,261,75,89,494,52,4627
"06037310202","Census Tract 3102.02, Los Angeles County, California","ACSSF","ca","140","00","0005349",,,,,"06","037",,,"310202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310202","Census Tract 3102.02",,,,5116,83,33,349,369,387,3895
"06037310300","Census Tract 3103, Los Angeles County, California","ACSSF","ca","140","00","0005350",,,,,"06","037",,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310300","Census Tract 3103",,,,3171,20,109,44,148,46,2804
"06037310400","Census Tract 3104, Los Angeles County, California","ACSSF","ca","140","00","0005351",,,,,"06","037",,,"310400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310400","Census Tract 3104",,,,3269,92,12,82,162,281,2640
"06037310501","Census Tract 3105.01, Los Angeles County, California","ACSSF","ca","140","00","0005352",,,,,"06","037",,,"310501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310501","Census Tract 3105.01",,,,3889,171,148,280,281,298,2711
"06037310601","Census Tract 3106.01, Los Angeles County, California","ACSSF","ca","140","00","0005353",,,,,"06","037",,,"310601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310601","Census Tract 3106.01",,,,6394,421,89,649,755,242,4238
"06037310602","Census Tract 3106.02, Los Angeles County, California","ACSSF","ca","140","00","0005354",,,,,"06","037",,,"310602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310602","Census Tract 3106.02",,,,2873,29,78,44,207,148,2367
"06037310701","Census Tract 3107.01, Los Angeles County, California","ACSSF","ca","140","00","0005355",,,,,"06","037",,,"310701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310701","Census Tract 3107.01",,,,2286,180,177,390,517,176,846
"06037310703","Census Tract 3107.03, Los Angeles County, California","ACSSF","ca","140","00","0005356",,,,,"06","037",,,"310703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310703","Census Tract 3107.03",,,,4565,46,83,340,432,386,3278
"06037310704","Census Tract 3107.04, Los Angeles County, California","ACSSF","ca","140","00","0005357",,,,,"06","037",,,"310704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310704","Census Tract 3107.04",,,,4256,223,67,627,414,299,2626
"06037310705","Census Tract 3107.05, Los Angeles County, California","ACSSF","ca","140","00","0005358",,,,,"06","037",,,"310705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310705","Census Tract 3107.05",,,,2483,302,0,321,164,210,1486
"06037310800","Census Tract 3108, Los Angeles County, California","ACSSF","ca","140","00","0005359",,,,,"06","037",,,"310800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310800","Census Tract 3108",,,,5614,292,225,244,111,311,4431
"06037310900","Census Tract 3109, Los Angeles County, California","ACSSF","ca","140","00","0005360",,,,,"06","037",,,"310900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037310900","Census Tract 3109",,,,6899,191,103,73,156,247,6129
"06037311000","Census Tract 3110, Los Angeles County, California","ACSSF","ca","140","00","0005361",,,,,"06","037",,,"311000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311000","Census Tract 3110",,,,3852,403,162,52,74,87,3074
"06037311100","Census Tract 3111, Los Angeles County, California","ACSSF","ca","140","00","0005362",,,,,"06","037",,,"311100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311100","Census Tract 3111",,,,4211,402,76,114,227,192,3200
"06037311200","Census Tract 3112, Los Angeles County, California","ACSSF","ca","140","00","0005363",,,,,"06","037",,,"311200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311200","Census Tract 3112",,,,3357,150,25,9,223,100,2850
"06037311300","Census Tract 3113, Los Angeles County, California","ACSSF","ca","140","00","0005364",,,,,"06","037",,,"311300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311300","Census Tract 3113",,,,4095,108,61,8,117,42,3759
"06037311400","Census Tract 3114, Los Angeles County, California","ACSSF","ca","140","00","0005365",,,,,"06","037",,,"311400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311400","Census Tract 3114",,,,2405,43,5,30,125,52,2150
"06037311500","Census Tract 3115, Los Angeles County, California","ACSSF","ca","140","00","0005366",,,,,"06","037",,,"311500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311500","Census Tract 3115",,,,6468,205,82,83,153,269,5676
"06037311601","Census Tract 3116.01, Los Angeles County, California","ACSSF","ca","140","00","0005367",,,,,"06","037",,,"311601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311601","Census Tract 3116.01",,,,2463,70,2,0,21,952,1418
"06037311602","Census Tract 3116.02, Los Angeles County, California","ACSSF","ca","140","00","0005368",,,,,"06","037",,,"311602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311602","Census Tract 3116.02",,,,4666,545,145,140,121,203,3512
"06037311700","Census Tract 3117, Los Angeles County, California","ACSSF","ca","140","00","0005369",,,,,"06","037",,,"311700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311700","Census Tract 3117",,,,5865,195,37,42,143,576,4872
"06037311801","Census Tract 3118.01, Los Angeles County, California","ACSSF","ca","140","00","0005370",,,,,"06","037",,,"311801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311801","Census Tract 3118.01",,,,3020,127,298,100,441,233,1821
"06037311802","Census Tract 3118.02, Los Angeles County, California","ACSSF","ca","140","00","0005371",,,,,"06","037",,,"311802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037311802","Census Tract 3118.02",,,,4433,216,127,22,591,273,3204
"06037320101","Census Tract 3201.01, Los Angeles County, California","ACSSF","ca","140","00","0005372",,,,,"06","037",,,"320101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320101","Census Tract 3201.01",,,,3541,42,32,76,129,460,2802
"06037320102","Census Tract 3201.02, Los Angeles County, California","ACSSF","ca","140","00","0005373",,,,,"06","037",,,"320102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320102","Census Tract 3201.02",,,,3672,140,0,272,57,489,2714
"06037320201","Census Tract 3202.01, Los Angeles County, California","ACSSF","ca","140","00","0005374",,,,,"06","037",,,"320201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320201","Census Tract 3202.01",,,,4135,96,156,266,925,454,2238
"06037320202","Census Tract 3202.02, Los Angeles County, California","ACSSF","ca","140","00","0005375",,,,,"06","037",,,"320202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320202","Census Tract 3202.02",,,,6177,308,55,241,355,621,4597
"06037320300","Census Tract 3203, Los Angeles County, California","ACSSF","ca","140","00","0005376",,,,,"06","037",,,"320300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037320300","Census Tract 3203",,,,6392,209,91,424,361,1296,4011
"06037400205","Census Tract 4002.05, Los Angeles County, California","ACSSF","ca","140","00","0005377",,,,,"06","037",,,"400205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400205","Census Tract 4002.05",,,,2385,10,0,11,25,23,2316
"06037400206","Census Tract 4002.06, Los Angeles County, California","ACSSF","ca","140","00","0005378",,,,,"06","037",,,"400206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400206","Census Tract 4002.06",,,,5746,158,9,32,52,129,5366
"06037400207","Census Tract 4002.07, Los Angeles County, California","ACSSF","ca","140","00","0005379",,,,,"06","037",,,"400207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400207","Census Tract 4002.07",,,,4733,62,29,0,54,219,4369
"06037400208","Census Tract 4002.08, Los Angeles County, California","ACSSF","ca","140","00","0005380",,,,,"06","037",,,"400208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400208","Census Tract 4002.08",,,,1160,0,46,0,0,38,1076
"06037400209","Census Tract 4002.09, Los Angeles County, California","ACSSF","ca","140","00","0005381",,,,,"06","037",,,"400209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400209","Census Tract 4002.09",,,,4290,83,13,44,163,159,3828
"06037400304","Census Tract 4003.04, Los Angeles County, California","ACSSF","ca","140","00","0005382",,,,,"06","037",,,"400304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400304","Census Tract 4003.04",,,,7719,397,19,155,357,377,6414
"06037400402","Census Tract 4004.02, Los Angeles County, California","ACSSF","ca","140","00","0005383",,,,,"06","037",,,"400402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400402","Census Tract 4004.02",,,,4170,71,40,153,364,55,3487
"06037400403","Census Tract 4004.03, Los Angeles County, California","ACSSF","ca","140","00","0005384",,,,,"06","037",,,"400403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400403","Census Tract 4004.03",,,,4219,108,69,242,126,95,3579
"06037400404","Census Tract 4004.04, Los Angeles County, California","ACSSF","ca","140","00","0005385",,,,,"06","037",,,"400404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400404","Census Tract 4004.04",,,,4179,72,2,36,55,209,3805
"06037400501","Census Tract 4005.01, Los Angeles County, California","ACSSF","ca","140","00","0005386",,,,,"06","037",,,"400501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400501","Census Tract 4005.01",,,,2011,29,9,16,39,125,1793
"06037400602","Census Tract 4006.02, Los Angeles County, California","ACSSF","ca","140","00","0005387",,,,,"06","037",,,"400602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400602","Census Tract 4006.02",,,,4688,322,87,95,233,612,3339
"06037400603","Census Tract 4006.03, Los Angeles County, California","ACSSF","ca","140","00","0005388",,,,,"06","037",,,"400603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400603","Census Tract 4006.03",,,,4954,158,41,51,75,204,4425
"06037400605","Census Tract 4006.05, Los Angeles County, California","ACSSF","ca","140","00","0005389",,,,,"06","037",,,"400605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400605","Census Tract 4006.05",,,,5720,384,219,16,134,388,4579
"06037400801","Census Tract 4008.01, Los Angeles County, California","ACSSF","ca","140","00","0005390",,,,,"06","037",,,"400801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037400801","Census Tract 4008.01",,,,5869,171,192,106,116,381,4903
"06037401001","Census Tract 4010.01, Los Angeles County, California","ACSSF","ca","140","00","0005391",,,,,"06","037",,,"401001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401001","Census Tract 4010.01",,,,2736,13,8,60,102,107,2446
"06037401002","Census Tract 4010.02, Los Angeles County, California","ACSSF","ca","140","00","0005392",,,,,"06","037",,,"401002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401002","Census Tract 4010.02",,,,4270,90,29,238,119,196,3598
"06037401101","Census Tract 4011.01, Los Angeles County, California","ACSSF","ca","140","00","0005393",,,,,"06","037",,,"401101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401101","Census Tract 4011.01",,,,5619,180,97,62,266,242,4772
"06037401102","Census Tract 4011.02, Los Angeles County, California","ACSSF","ca","140","00","0005394",,,,,"06","037",,,"401102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401102","Census Tract 4011.02",,,,4112,94,81,131,337,453,3016
"06037401201","Census Tract 4012.01, Los Angeles County, California","ACSSF","ca","140","00","0005395",,,,,"06","037",,,"401201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401201","Census Tract 4012.01",,,,3625,127,0,55,151,93,3199
"06037401202","Census Tract 4012.02, Los Angeles County, California","ACSSF","ca","140","00","0005396",,,,,"06","037",,,"401202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401202","Census Tract 4012.02",,,,4702,181,172,43,125,542,3639
"06037401203","Census Tract 4012.03, Los Angeles County, California","ACSSF","ca","140","00","0005397",,,,,"06","037",,,"401203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401203","Census Tract 4012.03",,,,4971,274,203,213,192,339,3750
"06037401303","Census Tract 4013.03, Los Angeles County, California","ACSSF","ca","140","00","0005398",,,,,"06","037",,,"401303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401303","Census Tract 4013.03",,,,2209,12,55,8,92,49,1993
"06037401304","Census Tract 4013.04, Los Angeles County, California","ACSSF","ca","140","00","0005399",,,,,"06","037",,,"401304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401304","Census Tract 4013.04",,,,5405,303,0,49,201,123,4729
"06037401311","Census Tract 4013.11, Los Angeles County, California","ACSSF","ca","140","00","0005400",,,,,"06","037",,,"401311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401311","Census Tract 4013.11",,,,6929,499,121,126,859,56,5268
"06037401312","Census Tract 4013.12, Los Angeles County, California","ACSSF","ca","140","00","0005401",,,,,"06","037",,,"401312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401312","Census Tract 4013.12",,,,4692,105,24,60,549,111,3843
"06037401500","Census Tract 4015, Los Angeles County, California","ACSSF","ca","140","00","0005402",,,,,"06","037",,,"401500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401500","Census Tract 4015",,,,5384,369,154,300,250,354,3957
"06037401601","Census Tract 4016.01, Los Angeles County, California","ACSSF","ca","140","00","0005403",,,,,"06","037",,,"401601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401601","Census Tract 4016.01",,,,5359,362,88,110,165,102,4532
"06037401602","Census Tract 4016.02, Los Angeles County, California","ACSSF","ca","140","00","0005404",,,,,"06","037",,,"401602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401602","Census Tract 4016.02",,,,6067,231,7,333,746,354,4396
"06037401705","Census Tract 4017.05, Los Angeles County, California","ACSSF","ca","140","00","0005405",,,,,"06","037",,,"401705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401705","Census Tract 4017.05",,,,2946,32,62,53,149,189,2461
"06037401706","Census Tract 4017.06, Los Angeles County, California","ACSSF","ca","140","00","0005406",,,,,"06","037",,,"401706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401706","Census Tract 4017.06",,,,4210,157,58,106,509,431,2949
"06037401707","Census Tract 4017.07, Los Angeles County, California","ACSSF","ca","140","00","0005407",,,,,"06","037",,,"401707",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401707","Census Tract 4017.07",,,,8128,784,457,494,595,382,5416
"06037401801","Census Tract 4018.01, Los Angeles County, California","ACSSF","ca","140","00","0005408",,,,,"06","037",,,"401801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037401801","Census Tract 4018.01",,,,4189,86,0,3,54,70,3976
