Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10003_001,SE_A10002B_001,SE_A10002B_002,SE_A10002B_003,SE_A10002B_004,SE_A10002B_005,SE_A10002B_006,SE_A10002B_007,SE_A10002B_008,ACS21_5yr_B25009001,ACS21_5yr_B25009002,ACS21_5yr_B25009003,ACS21_5yr_B25009004,ACS21_5yr_B25009005,ACS21_5yr_B25009006,ACS21_5yr_B25009007,ACS21_5yr_B25009008,ACS21_5yr_B25009009,ACS21_5yr_B25009010,ACS21_5yr_B25009011,ACS21_5yr_B25009012,ACS21_5yr_B25009013,ACS21_5yr_B25009014,ACS21_5yr_B25009015,ACS21_5yr_B25009016,ACS21_5yr_B25009017,ACS21_5yr_B25009001s,ACS21_5yr_B25009002s,ACS21_5yr_B25009003s,ACS21_5yr_B25009004s,ACS21_5yr_B25009005s,ACS21_5yr_B25009006s,ACS21_5yr_B25009007s,ACS21_5yr_B25009008s,ACS21_5yr_B25009009s,ACS21_5yr_B25009010s,ACS21_5yr_B25009011s,ACS21_5yr_B25009012s,ACS21_5yr_B25009013s,ACS21_5yr_B25009014s,ACS21_5yr_B25009015s,ACS21_5yr_B25009016s,ACS21_5yr_B25009017s,ACS21_5yr_B19019001,ACS21_5yr_B19019002,ACS21_5yr_B19019003,ACS21_5yr_B19019004,ACS21_5yr_B19019005,ACS21_5yr_B19019006,ACS21_5yr_B19019007,ACS21_5yr_B19019008,ACS21_5yr_B19019001s,ACS21_5yr_B19019002s,ACS21_5yr_B19019003s,ACS21_5yr_B19019004s,ACS21_5yr_B19019005s,ACS21_5yr_B19019006s,ACS21_5yr_B19019007s,ACS21_5yr_B19019008s,ACS21_5yr_B25010001,ACS21_5yr_B25010002,ACS21_5yr_B25010003,ACS21_5yr_B25010001s,ACS21_5yr_B25010002s,ACS21_5yr_B25010003s
"06037219020","Census Tract 2190.20, Los Angeles County, California","ACSSF","ca","140","00","0004930",,,,,"06","037",,,"219020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219020","Census Tract 2190.20",,,,3.78,624,99,180,26,162,42,54,61,1366,742,89,165,105,170,120,65,28,624,99,180,26,162,42,54,61,97.57576,72.72727,41.21212,36.9697,41.21212,55.15152,32.12121,29.69697,16.9697,92.72727,39.39394,56.9697,20,53.33333,32.12121,36.36364,43.0303,62000,64091,56434,,69375,121944,56424,,3713.93939393939,10076.3636363636,6355.75757575758,,12783.0303030303,70923.0303030303,17147.8787878788,,3.78,3.82,3.73,0.2121212,0.2424242,0.3878788
"06037219300","Census Tract 2193, Los Angeles County, California","ACSSF","ca","140","00","0004931",,,,,"06","037",,,"219300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219300","Census Tract 2193",,,,2.65,1169,387,323,127,194,111,0,27,1432,263,74,93,45,28,23,0,0,1169,387,323,127,194,111,0,27,108.4848,46.66667,30.30303,30.90909,24.24242,18.18182,16.36364,7.878788,7.878788,120.6061,89.09091,67.87878,50.30303,94.54546,50.90909,7.878788,25.45455,60385,34909,60532,88846,82100,67929,,,9782.42424242424,8896.9696969697,15545.4545454545,31641.2121212121,23390.9090909091,16149.0909090909,,,2.65,2.52,2.68,0.2242424,0.3393939,0.2666667
"06037219500","Census Tract 2195, Los Angeles County, California","ACSSF","ca","140","00","0004932",,,,,"06","037",,,"219500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219500","Census Tract 2195",,,,2.47,222,102,69,15,21,15,0,0,781,559,192,151,84,83,33,3,13,222,102,69,15,21,15,0,0,63.63636,45.45454,40,32.72727,27.27273,21.21212,23.0303,3.636364,9.69697,55.75758,45.45454,30.30303,9.090909,19.39394,13.33333,7.878788,7.878788,90950,32586,110800,175673,82262,108333,,,13702.4242424242,9899.39393939394,14873.9393939394,35707.8787878788,38249.0909090909,43947.2727272727,,,2.47,2.65,2.02,0.1878788,0.2363636,0.3757576
"06037219700","Census Tract 2197, Los Angeles County, California","ACSSF","ca","140","00","0004933",,,,,"06","037",,,"219700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219700","Census Tract 2197",,,,3.37,595,270,83,84,61,21,41,35,1315,720,51,219,147,101,168,10,24,595,270,83,84,61,21,41,35,98.18182,84.24242,36.36364,54.54546,45.45454,33.93939,70.30303,14.54545,15.75758,92.12122,70.90909,32.12121,33.93939,33.33333,16.36364,38.18182,26.06061,56976,30025,95982,66875,,36432,,156927,6296.9696969697,10750.303030303,25673.3333333333,20553.9393939394,,10950.9090909091,,53903.6363636364,3.37,3.9,2.74,0.2606061,0.3454545,0.3818182
"06037219800","Census Tract 2198, Los Angeles County, California","ACSSF","ca","140","00","0004934",,,,,"06","037",,,"219800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219800","Census Tract 2198",,,,3.18,615,218,98,44,130,58,22,45,941,326,75,63,92,46,30,14,6,615,218,98,44,130,58,22,45,58.18182,40.60606,22.42424,23.0303,25.45455,21.21212,18.78788,10.30303,5.454545,66.06061,51.51515,26.06061,18.78788,40,21.81818,16.36364,23.63636,61458,38681,39464,78036,54091,93026,,144485,10331.5151515152,8767.27272727273,5157.57575757576,17987.2727272727,31398.7878787879,33749.696969697,,20386.0606060606,3.18,3.08,3.24,0.2363636,0.230303,0.3393939
"06037219901","Census Tract 2199.01, Los Angeles County, California","ACSSF","ca","140","00","0004935",,,,,"06","037",,,"219901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219901","Census Tract 2199.01",,,,3.09,1197,342,259,217,170,160,49,0,1514,317,31,91,56,66,36,37,0,1197,342,259,217,170,160,49,0,146.6667,61.21212,21.21212,43.0303,29.09091,36.9697,25.45455,20.60606,7.878788,146.0606,75.15151,76.36364,63.0303,63.0303,115.7576,36.9697,7.878788,48524,20688,57611,49832,58143,41350,,,4173.33333333333,12008.4848484849,11424.8484848485,14600,7535.15151515152,8939.39393939394,,,3.09,3.72,2.93,0.2424242,0.3757576,0.2969697
"06037219902","Census Tract 2199.02, Los Angeles County, California","ACSSF","ca","140","00","0004936",,,,,"06","037",,,"219902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037219902","Census Tract 2199.02",,,,3.06,544,173,123,118,53,26,51,0,1082,538,103,173,90,57,48,67,0,544,173,123,118,53,26,51,0,52.12121,69.09091,36.9697,54.54546,33.93939,29.09091,38.18182,38.78788,7.878788,75.15151,53.93939,38.78788,48.48485,33.33333,16.36364,34.54546,7.878788,75581,,111705,80000,,150256,,,13193.3333333333,,27129.696969697,35386.0606060606,,35043.0303030303,,,3.06,3.32,2.8,0.1939394,0.2909091,0.3151515
"06037220000","Census Tract 2200, Los Angeles County, California","ACSSF","ca","140","00","0004937",,,,,"06","037",,,"220000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037220000","Census Tract 2200",,,,2.11,1507,636,611,137,39,70,0,14,2117,610,265,84,138,78,39,0,6,1507,636,611,137,39,70,0,14,247.2727,118.7879,107.8788,39.39394,61.21212,46.06061,25.45455,7.878788,6.666667,252.7273,140,232.7273,87.87878,36.36364,50.30303,7.878788,13.93939,42398,38463,,,52649,,,,8249.69696969697,10443.0303030303,,,30606.0606060606,,,,2.11,2.4,1.99,0.1515152,0.3151515,0.2
"06037220100","Census Tract 2201, Los Angeles County, California","ACSSF","ca","140","00","0004938",,,,,"06","037",,,"220100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037220100","Census Tract 2201",,,,2.36,535,190,222,50,31,36,6,0,1064,529,195,170,56,21,75,12,0,535,190,222,50,31,36,6,0,98.18182,73.93939,66.66666,44.84848,21.21212,9.69697,36.9697,13.33333,7.878788,84.84849,70.30303,60,20,23.63636,21.81818,6.060606,7.878788,41786,14614,61111,191111,108750,250001,,,18603.0303030303,7288.48484848485,28630.9090909091,65244.2424242424,21799.3939393939,,,,2.36,2.45,2.27,0.1939394,0.2727273,0.2727273
"06037221110","Census Tract 2211.10, Los Angeles County, California","ACSSF","ca","140","00","0004939",,,,,"06","037",,,"221110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221110","Census Tract 2211.10",,,,3.2,912,115,248,152,262,97,38,0,1069,157,78,14,31,0,28,0,6,912,115,248,152,262,97,38,0,130.9091,62.42424,55.75758,10.90909,23.0303,7.878788,23.0303,7.878788,6.666667,113.9394,41.21212,92.12122,50.30303,75.15151,47.27273,20.60606,7.878788,42741,35625,33854,45694,54659,55050,38182,,5580,20618.1818181818,6928.48484848485,6127.27272727273,25693.3333333333,20539.3939393939,10389.696969697,,3.2,2.66,3.29,0.2363636,0.9090909,0.2
"06037221120","Census Tract 2211.20, Los Angeles County, California","ACSSF","ca","140","00","0004940",,,,,"06","037",,,"221120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221120","Census Tract 2211.20",,,,3.8,727,102,106,247,98,95,30,49,794,67,17,0,8,20,4,12,6,727,102,106,247,98,95,30,49,46.66667,15.15152,12.12121,7.878788,6.060606,10.30303,4.848485,7.272727,5.454545,49.69697,35.75758,27.87879,44.24242,26.06061,29.69697,14.54545,21.81818,50083,21250,40208,65446,68333,42813,58750,,5923.63636363636,7526.66666666667,23124.8484848485,11841.2121212121,10075.7575757576,18311.5151515152,19509.0909090909,,3.8,4.57,3.73,0.2242424,0.769697,0.230303
"06037221210","Census Tract 2212.10, Los Angeles County, California","ACSSF","ca","140","00","0004941",,,,,"06","037",,,"221210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221210","Census Tract 2212.10",,,,3.75,602,70,136,167,56,150,10,13,869,267,9,66,80,34,43,15,20,602,70,136,167,56,150,10,13,67.87878,40.60606,8.484848,20,27.27273,13.93939,19.39394,13.93939,11.51515,73.93939,21.81818,38.78788,44.24242,24.24242,55.75758,9.090909,9.090909,58523,,,62204,93125,67986,,,6649.69696969697,,,10060.6060606061,10809.696969697,34027.2727272727,,,3.75,4.12,3.59,0.1878788,0.3878788,0.2606061
"06037221220","Census Tract 2212.20, Los Angeles County, California","ACSSF","ca","140","00","0004942",,,,,"06","037",,,"221220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221220","Census Tract 2212.20",,,,3.36,731,94,254,138,130,59,37,19,925,194,22,57,25,51,14,3,22,731,94,254,138,130,59,37,19,60,32.12121,11.51515,21.21212,15.15152,20.60606,10.90909,3.030303,12.12121,65.45454,26.06061,52.12121,30.90909,27.87879,21.81818,16.9697,9.69697,53565,,35054,56027,56625,,82778,,7693.93939393939,,6025.45454545455,6757.57575757576,16550.9090909091,,20050.9090909091,,3.36,4.11,3.16,0.169697,0.5818182,0.1636364
"06037221302","Census Tract 2213.02, Los Angeles County, California","ACSSF","ca","140","00","0004943",,,,,"06","037",,,"221302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221302","Census Tract 2213.02",,,,3.24,1024,279,156,222,228,65,20,54,1180,156,17,26,16,60,37,0,0,1024,279,156,222,228,65,20,54,126.6667,37.57576,13.33333,15.75758,14.54545,31.51515,16.36364,7.878788,7.878788,130.303,65.45454,102.4242,64.84849,70.90909,33.33333,19.39394,27.87879,32448,16684,,60652,44808,,,76667,7136.36363636364,1764.24242424242,,24773.9393939394,22979.3939393939,,,42940,3.24,3.72,3.16,0.2242424,0.3272727,0.2606061
"06037221303","Census Tract 2213.03, Los Angeles County, California","ACSSF","ca","140","00","0004944",,,,,"06","037",,,"221303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221303","Census Tract 2213.03",,,,3.32,627,163,105,107,109,113,30,0,703,76,5,11,31,13,13,0,3,627,163,105,107,109,113,30,0,51.51515,17.57576,4.242424,6.666667,15.15152,7.878788,8.484848,7.878788,4.242424,51.51515,29.09091,26.66667,33.33333,41.81818,29.69697,16.36364,7.878788,41036,32708,29052,48611,45385,80500,,,4754.54545454546,12867.8787878788,6211.51515151515,25261.2121212121,23205.4545454545,18075.7575757576,,,3.32,3.54,3.29,0.2060606,0.4727273,0.2121212
"06037221304","Census Tract 2213.04, Los Angeles County, California","ACSSF","ca","140","00","0004945",,,,,"06","037",,,"221304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221304","Census Tract 2213.04",,,,3.23,1075,290,230,138,225,59,133,0,1160,85,21,22,42,0,0,0,0,1075,290,230,138,225,59,133,0,80,41.21212,15.15152,14.54545,40,7.878788,7.878788,7.878788,7.878788,71.51515,56.36364,61.21212,42.42424,66.06061,31.51515,58.78788,7.878788,45650,16767,56250,,,52169,49909,,7804.24242424242,4321.81818181818,20627.2727272727,,,6958.78787878788,8283.0303030303,,3.23,2.13,3.32,0.2909091,0.3393939,0.3090909
"06037221401","Census Tract 2214.01, Los Angeles County, California","ACSSF","ca","140","00","0004946",,,,,"06","037",,,"221401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221401","Census Tract 2214.01",,,,2.54,944,332,295,140,77,62,24,14,1107,163,51,36,0,76,0,0,0,944,332,295,140,77,62,24,14,83.63636,42.42424,26.06061,22.42424,7.878788,38.78788,7.878788,7.878788,7.878788,100.6061,58.78788,62.42424,55.15152,49.09091,37.57576,14.54545,13.33333,32257,17925,60598,28529,,60645,,,9341.81818181818,2808.48484848485,9400.60606060606,8925.45454545455,,13916.3636363636,,,2.54,2.8,2.49,0.1515152,0.5454546,0.2121212
"06037221402","Census Tract 2214.02, Los Angeles County, California","ACSSF","ca","140","00","0004947",,,,,"06","037",,,"221402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221402","Census Tract 2214.02",,,,2.99,650,220,149,84,158,23,16,0,913,263,24,52,52,59,58,4,14,650,220,149,84,158,23,16,0,73.93939,38.78788,15.15152,20.60606,23.63636,24.84848,20.60606,6.060606,12.12121,83.0303,32.12121,48.48485,27.87879,63.63636,15.75758,16.36364,7.878788,43365,16327,,79583,,162625,,,13770.303030303,2084.24242424242,,17470.9090909091,,35473.9393939394,,,2.99,4.03,2.57,0.1636364,0.3454545,0.2
"06037221500","Census Tract 2215, Los Angeles County, California","ACSSF","ca","140","00","0004948",,,,,"06","037",,,"221500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221500","Census Tract 2215",,,,3.31,850,361,135,113,81,74,37,49,1059,209,7,31,0,106,11,0,54,850,361,135,113,81,74,37,49,85.45454,63.63636,6.666667,22.42424,7.878788,60,9.69697,7.878788,18.78788,69.09091,62.42424,38.78788,38.78788,35.15152,25.45455,25.45455,27.27273,27952,12553,22900,26856,106875,24013,,145542,3090.30303030303,2513.33333333333,2869.09090909091,4683.0303030303,33858.1818181818,8930.30303030303,,48289.696969697,3.31,5.04,2.89,0.2181818,0.4787879,0.2606061
"06037221601","Census Tract 2216.01, Los Angeles County, California","ACSSF","ca","140","00","0004949",,,,,"06","037",,,"221601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221601","Census Tract 2216.01",,,,3.08,796,184,283,81,138,57,43,10,958,162,20,51,19,17,9,26,20,796,184,283,81,138,57,43,10,69.09091,36.36364,13.93939,23.0303,10.90909,9.090909,7.272727,14.54545,14.54545,69.69697,32.72727,55.15152,24.24242,33.33333,18.18182,22.42424,9.090909,47692,12955,35750,91250,41771,78750,123583,116591,11875.7575757576,4041.21212121212,8147.87878787879,14053.3333333333,11962.4242424242,22802.4242424242,30326.6666666667,6643.63636363636,3.08,3.81,2.93,0.1575758,0.5272727,0.1757576
"06037221602","Census Tract 2216.02, Los Angeles County, California","ACSSF","ca","140","00","0004950",,,,,"06","037",,,"221602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221602","Census Tract 2216.02",,,,2.9,805,195,233,127,193,42,0,15,914,109,13,45,10,5,30,0,6,805,195,233,127,193,42,0,15,58.18182,22.42424,8.484848,16.36364,9.090909,4.848485,12.72727,7.878788,5.454545,60.60606,35.75758,41.21212,31.51515,47.27273,16.36364,7.878788,10.90909,49306,11530,45294,67138,64167,50625,,85250,4095.75757575758,660,9778.18181818182,24696.9696969697,21376.9696969697,4654.54545454546,,22315.1515151515,2.9,3.54,2.81,0.1575758,0.5333334,0.1636364
"06037221710","Census Tract 2217.10, Los Angeles County, California","ACSSF","ca","140","00","0004951",,,,,"06","037",,,"221710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221710","Census Tract 2217.10",,,,3.06,795,251,230,95,135,39,36,9,936,141,0,35,48,27,17,0,14,795,251,230,95,135,39,36,9,67.27273,38.18182,7.878788,15.15152,21.21212,18.78788,12.12121,7.878788,11.51515,76.9697,46.06061,58.78788,26.66667,32.72727,15.15152,15.75758,4.242424,43889,18510,43417,63750,65417,75500,36944,71625,3234.54545454545,5014.54545454546,4015.15151515152,18379.3939393939,14217.5757575758,34792.1212121212,9038.18181818182,29062.4242424242,3.06,4.3,2.83,0.1818182,0.8363636,0.2
"06037221810","Census Tract 2218.10, Los Angeles County, California","ACSSF","ca","140","00","0004952",,,,,"06","037",,,"221810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221810","Census Tract 2218.10",,,,2.98,840,326,149,185,63,54,15,48,900,60,4,3,13,11,8,12,9,840,326,149,185,63,54,15,48,47.87879,16.36364,4.242424,3.030303,5.454545,9.69697,4.848485,10.30303,7.878788,50.30303,46.66667,30.30303,39.39394,21.81818,19.39394,9.090909,15.15152,28947,15305,36731,,53636,,,81042,3615.75757575758,4090.90909090909,8663.63636363636,,17731.5151515152,,,25592.1212121212,2.98,4.98,2.84,0.1939394,0.7757576,0.1939394
"06037221820","Census Tract 2218.20, Los Angeles County, California","ACSSF","ca","140","00","0004953",,,,,"06","037",,,"221820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221820","Census Tract 2218.20",,,,2.28,833,377,233,137,45,24,17,0,905,72,11,13,22,0,26,0,0,833,377,233,137,45,24,17,0,97.57576,24.84848,12.12121,7.878788,20.60606,7.878788,7.272727,7.878788,7.878788,92.12122,73.33334,47.27273,53.33333,31.51515,21.81818,9.69697,7.878788,23299,10286,,,,,,,8153.93939393939,4518.78787878788,,,,,,,2.28,3.51,2.17,0.1878788,0.6121212,0.1878788
"06037221900","Census Tract 2219, Los Angeles County, California","ACSSF","ca","140","00","0004954",,,,,"06","037",,,"221900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037221900","Census Tract 2219",,,,2.8,796,338,126,95,88,70,38,41,870,74,47,13,14,0,0,0,0,796,338,126,95,88,70,38,41,63.0303,26.66667,29.09091,12.72727,14.54545,7.878788,7.878788,7.878788,7.878788,67.27273,47.87879,38.78788,32.72727,32.72727,43.63636,25.45455,23.63636,23777,11123,,33859,,29070,45500,,6076.36363636364,1423.63636363636,,16303.0303030303,,3027.27272727273,8367.27272727273,,2.8,1.62,2.91,0.2606061,0.4545455,0.2666667
"06037222001","Census Tract 2220.01, Los Angeles County, California","ACSSF","ca","140","00","0004955",,,,,"06","037",,,"222001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222001","Census Tract 2220.01",,,,3.05,440,96,163,120,19,31,11,0,956,516,55,164,78,125,66,18,10,440,96,163,120,19,31,11,0,73.93939,47.87879,23.0303,29.09091,25.45455,43.63636,25.45455,15.15152,7.878788,75.15151,29.69697,69.69697,41.21212,12.72727,15.75758,10.30303,7.878788,83289,27438,100264,65909,84559,108304,,,6891.51515151515,3867.87878787879,9215.15151515152,20264.8484848485,25704.2424242424,12438.1818181818,,,3.05,3.47,2.57,0.169697,0.2606061,0.1939394
"06037222002","Census Tract 2220.02, Los Angeles County, California","ACSSF","ca","140","00","0004956",,,,,"06","037",,,"222002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222002","Census Tract 2220.02",,,,3.6,791,116,177,139,146,78,88,47,1409,618,138,196,69,98,78,11,28,791,116,177,139,146,78,88,47,109.697,84.84849,47.87879,58.78788,41.81818,41.81818,47.27273,16.36364,19.39394,126.6667,57.57576,53.33333,76.36364,60,35.75758,38.18182,33.33333,54207,,,54664,54423,101458,115927,,10047.2727272727,,,12507.8787878788,14949.0909090909,13968.4848484849,10788.4848484849,,3.6,3.21,3.91,0.2848485,0.3272727,0.4242424
"06037222100","Census Tract 2221, Los Angeles County, California","ACSSF","ca","140","00","0004957",,,,,"06","037",,,"222100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222100","Census Tract 2221",,,,3.53,795,172,115,212,140,62,76,18,1204,409,55,92,122,48,34,0,58,795,172,115,212,140,62,76,18,86.06061,68.48485,27.27273,31.51515,49.09091,26.06061,24.84848,7.878788,28.48485,98.78788,46.06061,42.42424,63.63636,55.15152,44.84848,33.93939,17.57576,64022,29803,63516,58833,92635,103310,95625,173017,7336.9696969697,9171.51515151515,22465.4545454545,16760,12989.0909090909,21663.6363636364,33526.0606060606,52402.4242424242,3.53,3.79,3.4,0.2121212,0.4242424,0.2787879
"06037222200","Census Tract 2222, Los Angeles County, California","ACSSF","ca","140","00","0004958",,,,,"06","037",,,"222200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222200","Census Tract 2222",,,,3.13,965,282,260,113,149,142,0,19,1292,327,79,38,31,93,44,15,27,965,282,260,113,149,142,0,19,91.51515,77.57576,49.69697,23.63636,20,45.45454,24.24242,20.60606,20.60606,107.8788,63.63636,86.66666,60.60606,66.06061,58.78788,7.878788,15.75758,50103,26125,74250,,51739,52917,,,11177.5757575758,12145.4545454545,36704.8484848485,,30454.5454545455,14051.5151515152,,,3.13,3.71,2.93,0.2060606,0.5515152,0.2727273
"06037222500","Census Tract 2225, Los Angeles County, California","ACSSF","ca","140","00","0004959",,,,,"06","037",,,"222500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222500","Census Tract 2225",,,,4.14,769,155,136,109,90,148,39,92,1180,411,42,95,62,62,85,16,49,769,155,136,109,90,148,39,92,78.78788,47.27273,21.81818,32.72727,27.27273,28.48485,32.12121,11.51515,22.42424,84.84849,43.0303,55.15152,30.30303,44.24242,45.45454,20,49.69697,64444,30913,56707,71938,63393,64830,118203,93631,8436.9696969697,3265.45454545455,2758.18181818182,15729.0909090909,28118.7878787879,19856.9696969697,58911.5151515152,47009.0909090909,4.14,4.4,3.99,0.3272727,0.4060606,0.4
"06037222600","Census Tract 2226, Los Angeles County, California","ACSSF","ca","140","00","0004960",,,,,"06","037",,,"222600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222600","Census Tract 2226",,,,3.37,1370,279,401,232,177,166,56,59,1610,240,19,56,62,45,29,29,0,1370,279,401,232,177,166,56,59,103.6364,55.15152,13.33333,35.15152,29.09091,20.60606,21.81818,21.21212,11.51515,107.2727,63.63636,87.27273,56.9697,53.93939,51.51515,31.51515,26.06061,41111,16064,29327,51477,83641,54125,108009,,9256.36363636364,7547.87878787879,10118.1818181818,5958.18181818182,18372.1212121212,27909.0909090909,27153.3333333333,,3.37,3.91,3.28,0.1878788,0.3818182,0.2
"06037222700","Census Tract 2227, Los Angeles County, California","ACSSF","ca","140","00","0004961",,,,,"06","037",,,"222700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037222700","Census Tract 2227",,,,2.81,103,32,31,0,36,0,4,0,103,0,0,0,0,0,0,0,0,103,32,31,0,36,0,4,0,22.42424,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,22.42424,14.54545,15.75758,7.878788,15.75758,7.878788,3.636364,7.878788,,,,,,,,,,,,,,,,,2.81,,2.81,0.4484848,,0.4484848
"06037224010","Census Tract 2240.10, Los Angeles County, California","ACSSF","ca","140","00","0004962",,,,,"06","037",,,"224010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037224010","Census Tract 2240.10",,,,1.8,1606,908,354,200,105,39,0,0,1614,8,8,0,0,0,0,0,0,1606,908,354,200,105,39,0,0,113.3333,12.12121,12.12121,7.878788,7.878788,7.878788,7.878788,7.878788,7.878788,114.5455,98.78788,61.21212,83.0303,35.15152,21.81818,7.878788,7.878788,38889,32763,38714,97537,,,,,5046.66666666667,5883.63636363636,6871.51515151515,49930.303030303,,,,,1.8,,1.81,0.1090909,,0.1090909
"06037224020","Census Tract 2240.20, Los Angeles County, California","ACSSF","ca","140","00","0004963",,,,,"06","037",,,"224020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037224020","Census Tract 2240.20",,,,2.91,870,300,205,93,144,97,20,11,905,35,11,0,0,0,0,24,0,870,300,205,93,144,97,20,11,63.63636,15.15152,8.484848,7.878788,7.878788,7.878788,7.878788,12.12121,7.878788,65.45454,40,40.60606,27.87879,59.39394,30.90909,13.33333,10.30303,29981,28162,29063,,50819,27396,,,3435.15151515152,3536.36363636364,6024.24242424242,,6625.45454545455,12078.1818181818,,,2.91,5.26,2.82,0.230303,1.357576,0.2181818
"06037224200","Census Tract 2242, Los Angeles County, California","ACSSF","ca","140","00","0004964",,,,,"06","037",,,"224200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037224200","Census Tract 2242",,,,3.19,700,228,160,71,78,96,19,48,749,49,0,16,3,20,0,10,0,700,228,160,71,78,96,19,48,86.66666,18.78788,7.878788,10.90909,3.030303,12.72727,7.878788,10.30303,7.878788,84.24242,51.51515,71.51515,26.66667,27.27273,48.48485,15.75758,23.0303,39712,33352,,45093,49545,51689,,72262,9390.30303030303,6190.90909090909,,14633.9393939394,15447.8787878788,13374.5454545455,,13525.4545454545,3.19,4.18,3.12,0.2969697,0.769697,0.3151515
"06037224310","Census Tract 2243.10, Los Angeles County, California","ACSSF","ca","140","00","0004965",,,,,"06","037",,,"224310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037224310","Census Tract 2243.10",,,,3.81,524,86,145,70,42,62,86,33,560,36,0,15,2,11,8,0,0,524,86,145,70,42,62,86,33,38.78788,13.93939,7.878788,10.30303,4.242424,9.69697,8.484848,7.878788,7.878788,40,27.87879,43.63636,30.30303,20,12.72727,38.78788,22.42424,48696,11447,34524,,84125,96359,55208,,7062.42424242424,736.363636363636,9869.09090909091,,25007.2727272727,509.090909090909,10338.7878787879,,3.81,3.58,3.82,0.3575757,0.7515152,0.3818182
