Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A10003_001,SE_A10002B_001,SE_A10002B_002,SE_A10002B_003,SE_A10002B_004,SE_A10002B_005,SE_A10002B_006,SE_A10002B_007,SE_A10002B_008,ACS21_5yr_B25009001,ACS21_5yr_B25009002,ACS21_5yr_B25009003,ACS21_5yr_B25009004,ACS21_5yr_B25009005,ACS21_5yr_B25009006,ACS21_5yr_B25009007,ACS21_5yr_B25009008,ACS21_5yr_B25009009,ACS21_5yr_B25009010,ACS21_5yr_B25009011,ACS21_5yr_B25009012,ACS21_5yr_B25009013,ACS21_5yr_B25009014,ACS21_5yr_B25009015,ACS21_5yr_B25009016,ACS21_5yr_B25009017,ACS21_5yr_B25009001s,ACS21_5yr_B25009002s,ACS21_5yr_B25009003s,ACS21_5yr_B25009004s,ACS21_5yr_B25009005s,ACS21_5yr_B25009006s,ACS21_5yr_B25009007s,ACS21_5yr_B25009008s,ACS21_5yr_B25009009s,ACS21_5yr_B25009010s,ACS21_5yr_B25009011s,ACS21_5yr_B25009012s,ACS21_5yr_B25009013s,ACS21_5yr_B25009014s,ACS21_5yr_B25009015s,ACS21_5yr_B25009016s,ACS21_5yr_B25009017s,ACS21_5yr_B19019001,ACS21_5yr_B19019002,ACS21_5yr_B19019003,ACS21_5yr_B19019004,ACS21_5yr_B19019005,ACS21_5yr_B19019006,ACS21_5yr_B19019007,ACS21_5yr_B19019008,ACS21_5yr_B19019001s,ACS21_5yr_B19019002s,ACS21_5yr_B19019003s,ACS21_5yr_B19019004s,ACS21_5yr_B19019005s,ACS21_5yr_B19019006s,ACS21_5yr_B19019007s,ACS21_5yr_B19019008s,ACS21_5yr_B25010001,ACS21_5yr_B25010002,ACS21_5yr_B25010003,ACS21_5yr_B25010001s,ACS21_5yr_B25010002s,ACS21_5yr_B25010003s
"06037104703","Census Tract 1047.03, Los Angeles County, California","ACSSF","ca","140","00","0004235",,,,,"06","037",,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104703","Census Tract 1047.03",,,,4.13,348,54,35,91,91,42,28,7,573,225,32,42,55,15,46,29,6,348,54,35,91,91,42,28,7,46.06061,40.60606,17.57576,22.42424,27.27273,9.69697,22.42424,12.72727,7.272727,47.27273,19.39394,18.18182,35.75758,26.06061,26.06061,15.75758,7.878788,55451,9423,35417,,73182,129318,55991,,11103.0303030303,4289.69696969697,6643.63636363636,,29238.1818181818,15981.2121212121,13137.5757575758,,4.13,4.52,3.88,0.4727273,1.036364,0.4
"06037104704","Census Tract 1047.04, Los Angeles County, California","ACSSF","ca","140","00","0004236",,,,,"06","037",,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104704","Census Tract 1047.04",,,,3.71,399,74,85,68,88,84,0,0,1209,810,128,155,129,142,147,38,71,399,74,85,68,88,84,0,0,80,86.06061,34.54546,46.66667,39.39394,50.90909,64.24242,25.45455,28.48485,74.54546,38.18182,37.57576,34.54546,35.15152,31.51515,7.878788,7.878788,45781,23111,53750,43125,46279,,,,4467.87878787879,1753.33333333333,13868.4848484849,5140.60606060606,4442.42424242424,,,,3.71,3.91,3.31,0.2424242,0.3333333,0.2727273
"06037104821","Census Tract 1048.21, Los Angeles County, California","ACSSF","ca","140","00","0004237",,,,,"06","037",,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104821","Census Tract 1048.21",,,,4.91,401,35,82,79,90,40,28,47,716,315,4,38,83,37,45,56,52,401,35,82,79,90,40,28,47,34.54546,36.9697,4.242424,15.75758,25.45455,15.75758,17.57576,23.0303,21.81818,45.45454,19.39394,24.84848,23.0303,33.33333,15.75758,11.51515,22.42424,75662,54083,33824,51667,85688,80938,,111635,6030.90909090909,21619.3939393939,8976.36363636364,10792.1212121212,5620,29291.5151515152,,21706.0606060606,4.91,5.74,4.25,0.3515151,0.6969697,0.4
"06037104822","Census Tract 1048.22, Los Angeles County, California","ACSSF","ca","140","00","0004238",,,,,"06","037",,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104822","Census Tract 1048.22",,,,4.14,444,104,37,82,89,61,61,10,645,201,21,12,49,48,32,8,31,444,104,37,82,89,61,61,10,58.18182,22.42424,10.90909,7.272727,18.78788,17.57576,13.93939,7.272727,13.33333,55.75758,38.78788,18.18182,35.75758,26.66667,27.27273,22.42424,7.878788,56208,13036,,87829,69338,,,137321,12567.2727272727,7698.18181818182,,28017.5757575758,10126.6666666667,,,41450.9090909091,4.14,5.23,3.64,0.3151515,0.6363636,0.3151515
"06037104823","Census Tract 1048.23, Los Angeles County, California","ACSSF","ca","140","00","0004239",,,,,"06","037",,,"104823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104823","Census Tract 1048.23",,,,4.8,153,18,0,3,54,0,53,25,697,544,70,49,118,129,63,58,57,153,18,0,3,54,0,53,25,61.21212,64.84849,35.75758,26.06061,50.90909,46.06061,35.75758,29.69697,35.15152,39.39394,18.18182,7.878788,7.878788,33.93939,7.878788,30.30303,18.78788,86488,,138641,116821,,,96964,,19064.8484848485,,8069.69696969697,22103.6363636364,,,20353.3333333333,,4.8,4.68,5.24,0.4909091,0.5818182,0.5636364
"06037104824","Census Tract 1048.24, Los Angeles County, California","ACSSF","ca","140","00","0004240",,,,,"06","037",,,"104824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104824","Census Tract 1048.24",,,,5.2,113,52,0,0,0,61,0,0,535,422,12,55,28,114,66,18,129,113,52,0,0,0,61,0,0,69.69697,90.90909,12.12121,29.69697,18.18182,49.69697,45.45454,17.57576,72.72727,63.0303,36.9697,7.878788,7.878788,7.878788,37.57576,7.878788,7.878788,81149,,78705,,70000,81794,,181044,14907.2727272727,,16462.4242424242,,11175.1515151515,20084.2424242424,,28589.0909090909,5.2,5.7,3.33,0.7818182,0.8060606,0.9090909
"06037106010","Census Tract 1060.10, Los Angeles County, California","ACSSF","ca","140","00","0004241",,,,,"06","037",,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106010","Census Tract 1060.10",,,,3.87,207,11,90,40,44,4,0,18,902,695,91,206,122,111,69,4,92,207,11,90,40,44,4,0,18,63.63636,70.90909,26.66667,37.57576,32.72727,46.06061,25.45455,4.242424,36.36364,40.60606,10.90909,35.75758,19.39394,23.63636,4.848485,7.878788,12.12121,99352,71667,65441,90000,158711,150515,,190000,12704.8484848485,23855.1515151515,8891.51515151515,35388.4848484848,38564.2424242424,26874.5454545455,,25880,3.87,3.91,3.76,0.3333333,0.3939394,0.7818182
"06037106020","Census Tract 1060.20, Los Angeles County, California","ACSSF","ca","140","00","0004242",,,,,"06","037",,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106020","Census Tract 1060.20",,,,3.69,275,81,14,18,100,51,0,11,1295,1020,192,190,183,250,75,68,62,275,81,14,18,100,51,0,11,66.06061,79.39394,56.9697,51.51515,49.09091,55.15152,33.93939,27.87879,47.87879,66.06061,41.21212,10.90909,16.9697,47.87879,28.48485,7.878788,11.51515,101140,83869,78333,146964,114700,89444,83779,,11452.1212121212,34526.6666666667,32332.7272727273,27345.4545454545,5996.36363636364,37996.3636363636,5979.39393939394,,3.69,3.71,3.62,0.2909091,0.3333333,0.6242424
"06037106111","Census Tract 1061.11, Los Angeles County, California","ACSSF","ca","140","00","0004243",,,,,"06","037",,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106111","Census Tract 1061.11",,,,3.36,107,25,25,0,57,0,0,0,1396,1289,186,339,299,205,135,88,37,107,25,25,0,57,0,0,0,114.5455,118.7879,48.48485,71.51515,90.30303,43.63636,41.81818,42.42424,16.9697,51.51515,25.45455,20.60606,7.878788,32.12121,7.878788,7.878788,7.878788,111364,30729,92143,151920,99773,204821,,193194,15045.4545454545,15919.3939393939,12402.4242424242,43867.2727272727,28148.4848484849,67707.2727272727,,108139.393939394,3.36,3.38,3.09,0.1818182,0.1939394,0.6666667
"06037106112","Census Tract 1061.12, Los Angeles County, California","ACSSF","ca","140","00","0004244",,,,,"06","037",,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106112","Census Tract 1061.12",,,,3.63,169,18,13,62,37,7,32,0,1384,1215,149,268,261,272,105,107,53,169,18,13,62,37,7,32,0,80,94.54546,55.75758,58.78788,55.75758,67.27273,32.72727,70.30303,24.24242,52.12121,12.72727,11.51515,40.60606,27.27273,8.484848,24.24242,11.51515,101563,78208,119931,63345,109583,172083,,146359,7782.42424242424,30528.4848484849,26991.5151515152,13399.3939393939,17474.5454545455,25604.2424242424,,24931.5151515152,3.63,3.6,3.86,0.169697,0.1878788,0.5151515
"06037106113","Census Tract 1061.13, Los Angeles County, California","ACSSF","ca","140","00","0004245",,,,,"06","037",,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106113","Census Tract 1061.13",,,,3.72,177,7,71,9,61,17,12,0,992,815,77,150,146,239,148,28,27,177,7,71,9,61,17,12,0,58.18182,70.30303,19.39394,35.75758,36.9697,44.24242,46.66667,15.15152,24.24242,44.84848,6.666667,29.09091,6.060606,29.69697,13.33333,11.51515,7.878788,104922,66250,140268,135046,101250,168542,123214,,15215.1515151515,19514.5454545455,28015.1515151515,13696.9696969697,13584.2424242424,49192.7272727273,19393.9393939394,,3.72,3.78,3.45,0.169697,0.1878788,0.3272727
"06037106114","Census Tract 1061.14, Los Angeles County, California","ACSSF","ca","140","00","0004246",,,,,"06","037",,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106114","Census Tract 1061.14",,,,3.98,829,78,105,157,216,203,44,26,1672,843,154,152,94,222,127,44,50,829,78,105,157,216,203,44,26,114.5455,109.0909,44.84848,40.60606,28.48485,95.15151,66.66666,24.84848,18.78788,73.93939,36.9697,42.42424,53.33333,53.33333,57.57576,24.84848,17.57576,68194,,56458,82604,110735,61250,,118214,9263.63636363636,,11120,17970.9090909091,50002.4242424242,22260,,42421.2121212121,3.98,3.87,4.09,0.1575758,0.2848485,0.2424242
"06037106403","Census Tract 1064.03, Los Angeles County, California","ACSSF","ca","140","00","0004247",,,,,"06","037",,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106403","Census Tract 1064.03",,,,4.09,224,37,49,25,42,23,23,25,853,629,94,162,98,78,72,31,94,224,37,49,25,42,23,23,25,47.27273,61.81818,27.27273,44.24242,38.18182,29.69697,27.87879,17.57576,29.09091,47.87879,25.45455,16.36364,20,23.63636,15.15152,21.81818,16.9697,87813,19271,94196,94375,81250,91607,,,12741.2121212121,1430.30303030303,36230.303030303,26338.7878787879,21391.5151515152,6902.42424242424,,,4.09,4.09,4.1,0.2545455,0.3212121,0.7090909
"06037106405","Census Tract 1064.05, Los Angeles County, California","ACSSF","ca","140","00","0004248",,,,,"06","037",,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106405","Census Tract 1064.05",,,,3.72,474,68,97,98,75,94,11,31,1179,705,113,136,183,150,33,38,52,474,68,97,98,75,94,11,31,97.57576,87.87878,44.24242,45.45454,75.75758,55.15152,21.81818,24.84848,21.21212,78.18182,34.54546,35.75758,46.06061,44.24242,44.24242,9.69697,22.42424,83882,,54901,103722,72604,68482,,,14936.9696969697,,6081.21212121212,11814.5454545455,14773.3333333333,32223.6363636364,,,3.72,3.67,3.8,0.2424242,0.3333333,0.4606061
"06037106406","Census Tract 1064.06, Los Angeles County, California","ACSSF","ca","140","00","0004249",,,,,"06","037",,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106406","Census Tract 1064.06",,,,3.51,372,61,66,36,111,68,30,0,1806,1434,200,297,405,231,178,38,85,372,61,66,36,111,68,30,0,178.1818,189.0909,72.12122,66.66666,147.8788,73.33334,59.39394,23.63636,36.9697,81.21212,32.12121,40.60606,32.72727,41.81818,40,21.81818,11.51515,92009,37776,88854,103302,97955,161167,,78510,5029.09090909091,4124.24242424242,11093.9393939394,9204.24242424242,11913.3333333333,66082.4242424242,,7378.78787878788,3.51,3.46,3.69,0.1818182,0.2121212,0.3939394
"06037106407","Census Tract 1064.07, Los Angeles County, California","ACSSF","ca","140","00","0004250",,,,,"06","037",,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106407","Census Tract 1064.07",,,,2.89,680,235,125,136,92,23,50,19,831,151,20,33,31,56,3,8,0,680,235,125,136,92,23,50,19,44.24242,27.27273,12.12121,18.18182,12.12121,21.21212,3.636364,7.878788,7.878788,51.51515,38.18182,35.75758,44.84848,30.30303,13.33333,24.84848,15.15152,43850,11853,30147,61140,56346,50417,65357,,10315.7575757576,440,12694.5454545455,12795.7575757576,17291.5151515152,19903.0303030303,31820,,2.89,3.29,2.8,0.169697,0.3757576,0.1818182
"06037106408","Census Tract 1064.08, Los Angeles County, California","ACSSF","ca","140","00","0004251",,,,,"06","037",,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106408","Census Tract 1064.08",,,,3.77,812,69,141,213,162,149,20,58,990,178,51,43,15,35,14,20,0,812,69,141,213,162,149,20,58,69.09091,30.30303,19.39394,16.36364,9.69697,18.18182,12.72727,8.484848,7.878788,61.21212,27.27273,37.57576,41.81818,42.42424,57.57576,12.12121,21.81818,56471,24286,51667,63636,50563,99712,,82500,10820,12260.6060606061,12857.5757575758,18388.4848484848,16351.5151515152,47664.2424242424,,31375.7575757576,3.77,3.06,3.92,0.2121212,0.3878788,0.2424242
"06037106510","Census Tract 1065.10, Los Angeles County, California","ACSSF","ca","140","00","0004252",,,,,"06","037",,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106510","Census Tract 1065.10",,,,3.29,444,61,73,91,99,25,95,0,1625,1181,269,301,129,341,46,69,26,444,61,73,91,99,25,95,0,151.5152,155.1515,83.63636,69.09091,49.69697,135.1515,21.21212,37.57576,21.81818,79.39394,38.18182,37.57576,52.72727,44.84848,25.45455,41.81818,11.51515,79083,10635,105125,73073,109019,,,,12384.2424242424,3490.30303030303,24404.8484848485,5765.45454545455,22333.3333333333,,,,3.29,3.1,3.79,0.1939394,0.2606061,0.3818182
"06037106520","Census Tract 1065.20, Los Angeles County, California","ACSSF","ca","140","00","0004253",,,,,"06","037",,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106520","Census Tract 1065.20",,,,4.1,517,128,27,101,41,157,46,17,1422,905,81,205,128,192,135,60,104,517,128,27,101,41,157,46,17,91.51515,72.72727,30.30303,52.12121,38.18182,49.69697,41.21212,30.90909,33.33333,96.9697,62.42424,21.81818,46.66667,16.36364,59.39394,21.81818,16.36364,87279,,62222,68125,58750,108462,106452,127888,6520.60606060606,,25834.5454545455,19896.9696969697,23022.4242424242,10981.8181818182,11435.1515151515,16516.9696969697,4.1,4.23,3.89,0.230303,0.2666667,0.4666667
"06037106603","Census Tract 1066.03, Los Angeles County, California","ACSSF","ca","140","00","0004254",,,,,"06","037",,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106603","Census Tract 1066.03",,,,3.05,91,2,5,21,25,12,26,0,1184,1093,101,396,312,140,117,6,21,91,2,5,21,25,12,26,0,133.3333,135.1515,24.84848,60,122.4242,30.30303,48.48485,6.060606,10.90909,26.66667,3.030303,4.848485,11.51515,15.15152,8.484848,24.24242,7.878788,123077,170972,99940,205149,117708,,,234375,18286.0606060606,65713.3333333333,10451.5151515152,38328.4848484848,36778.1818181818,,,48889.0909090909,3.05,2.92,4.56,0.1272727,0.1212121,0.5878788
"06037106604","Census Tract 1066.04, Los Angeles County, California","ACSSF","ca","140","00","0004255",,,,,"06","037",,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106604","Census Tract 1066.04",,,,3,665,168,189,114,145,39,10,0,1240,575,58,175,160,91,53,6,32,665,168,189,114,145,39,10,0,57.57576,69.09091,23.0303,54.54546,47.27273,37.57576,26.06061,6.666667,32.12121,83.63636,44.24242,60.60606,44.84848,52.12121,21.21212,11.51515,7.878788,61754,50125,37700,,67500,127000,,,5344.24242424242,28364.2424242424,3767.27272727273,,2612.12121212121,33832.7272727273,,,3,3.33,2.72,0.230303,0.3333333,0.2060606
"06037106641","Census Tract 1066.41, Los Angeles County, California","ACSSF","ca","140","00","0004256",,,,,"06","037",,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106641","Census Tract 1066.41",,,,2.96,91,43,8,22,9,9,0,0,742,651,80,252,127,133,17,33,9,91,43,8,22,9,9,0,0,47.87879,55.75758,21.81818,44.24242,29.69697,29.09091,10.30303,14.54545,6.666667,25.45455,21.81818,6.060606,12.12121,7.878788,7.272727,7.878788,7.878788,102308,19427,,103750,133393,250001,186641,,18196.3636363636,9718.18181818182,,29820.6060606061,17297.5757575758,,20069.696969697,,2.96,3.04,2.36,0.1090909,0.1212121,0.4727273
"06037106642","Census Tract 1066.42, Los Angeles County, California","ACSSF","ca","140","00","0004257",,,,,"06","037",,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106642","Census Tract 1066.42",,,,2.91,90,36,0,9,16,0,29,0,1152,1062,236,278,167,332,49,0,0,90,36,0,9,16,0,29,0,102.4242,103.0303,55.75758,51.51515,52.72727,96.36364,21.21212,7.878788,7.878788,20.60606,23.0303,7.878788,8.484848,12.72727,7.878788,21.21212,7.878788,131173,,98333,156944,153750,124338,,,12065.4545454545,,10019.3939393939,49829.696969697,30970.303030303,19190.303030303,,,2.91,2.86,3.58,0.1575758,0.1757576,1.315152
"06037106643","Census Tract 1066.43, Los Angeles County, California","ACSSF","ca","140","00","0004258",,,,,"06","037",,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106643","Census Tract 1066.43",,,,3.23,132,34,7,64,27,0,0,0,1368,1236,183,396,177,309,96,32,43,132,34,7,64,27,0,0,0,135.1515,138.1818,44.24242,122.4242,65.45454,56.36364,37.57576,21.81818,33.33333,43.63636,22.42424,7.272727,30.90909,23.0303,7.878788,7.878788,7.878788,187931,,250001,185852,198929,208000,,,17103.0303030303,,,31989.696969697,19618.1818181818,71826.0606060606,,,3.23,3.27,2.89,0.2666667,0.2969697,0.4787879
"06037106645","Census Tract 1066.45, Los Angeles County, California","ACSSF","ca","140","00","0004259",,,,,"06","037",,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106645","Census Tract 1066.45",,,,3.07,160,86,51,0,23,0,0,0,1259,1099,163,345,243,192,103,0,53,160,86,51,0,23,0,0,0,115.1515,87.87878,57.57576,49.09091,49.69697,68.48485,35.15152,7.878788,23.0303,93.33334,81.81818,36.36364,7.878788,19.39394,7.878788,7.878788,7.878788,121068,52926,108000,111563,182417,213194,,244148,17696.9696969697,30800,22164.2424242424,40183.6363636364,37484.2424242424,114289.090909091,,21521.2121212121,3.07,3.24,1.85,0.2787879,0.2727273,0.6242424
"06037106646","Census Tract 1066.46, Los Angeles County, California","ACSSF","ca","140","00","0004260",,,,,"06","037",,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106646","Census Tract 1066.46",,,,3.01,106,0,78,13,15,0,0,0,951,845,165,251,160,157,76,36,0,106,0,78,13,15,0,0,0,58.18182,54.54546,43.0303,41.81818,36.36364,33.93939,20,18.18182,7.878788,40.60606,7.878788,37.57576,9.090909,13.33333,7.878788,7.878788,7.878788,115720,105474,96838,175197,153906,218571,,,6013.33333333333,21137.5757575758,11808.4848484849,13778.7878787879,22727.8787878788,65303.6363636364,,,3.01,3.04,2.7,0.1393939,0.1575758,0.2727273
"06037106648","Census Tract 1066.48, Los Angeles County, California","ACSSF","ca","140","00","0004261",,,,,"06","037",,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106648","Census Tract 1066.48",,,,4.21,594,78,78,114,151,103,51,19,1085,491,16,139,28,140,52,28,88,594,78,78,114,151,103,51,19,62.42424,71.51515,12.72727,40,16.9697,56.36364,22.42424,16.9697,34.54546,64.84849,38.18182,35.15152,36.36364,50.30303,47.87879,27.27273,18.18182,72829,,35078,70588,77413,111181,,108125,7880,,15153.3333333333,10163.6363636364,10132.7272727273,23258.7878787879,,64153.3333333333,4.21,4.53,3.95,0.2242424,0.4606061,0.3454545
"06037106649","Census Tract 1066.49, Los Angeles County, California","ACSSF","ca","140","00","0004262",,,,,"06","037",,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106649","Census Tract 1066.49",,,,4.41,134,23,18,30,39,24,0,0,638,504,43,91,120,92,52,42,64,134,23,18,30,39,24,0,0,36.9697,46.06061,20.60606,17.57576,27.27273,22.42424,16.9697,15.15152,28.48485,28.48485,15.15152,13.33333,15.15152,18.78788,12.72727,7.878788,7.878788,85769,51500,84063,55833,81875,145952,,141389,9798.78787878788,30312.7272727273,33765.4545454545,12734.5454545455,23095.1515151515,15305.4545454545,,1515.75757575758,4.41,4.68,3.4,0.5090909,0.6242424,0.3636364
"06037107010","Census Tract 1070.10, Los Angeles County, California","ACSSF","ca","140","00","0004263",,,,,"06","037",,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107010","Census Tract 1070.10",,,,4.15,174,20,4,22,75,27,16,10,742,568,82,50,87,137,153,42,17,174,20,4,22,75,27,16,10,63.63636,56.9697,32.12121,17.57576,38.18182,33.33333,30.30303,19.39394,13.33333,45.45454,15.75758,4.242424,15.75758,40.60606,15.15152,13.93939,7.272727,79643,,100313,61815,105000,93571,95326,131125,12581.8181818182,,8203.63636363636,26190.9090909091,28513.3333333333,18963.6363636364,21661.8181818182,39790.9090909091,4.15,4.09,4.33,0.2181818,0.2242424,0.4484848
"06037107020","Census Tract 1070.20, Los Angeles County, California","ACSSF","ca","140","00","0004264",,,,,"06","037",,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107020","Census Tract 1070.20",,,,4.56,335,30,0,83,33,83,101,5,1169,834,106,112,142,185,107,35,147,335,30,0,83,33,83,101,5,105.4545,75.15151,38.78788,33.33333,49.69697,51.51515,36.36364,18.78788,44.84848,101.2121,24.24242,11.51515,40,24.24242,35.15152,87.87878,6.666667,84021,66932,51250,73355,97000,113571,,153571,6629.69696969697,11309.696969697,23446.0606060606,16156.9696969697,17772.7272727273,21835.7575757576,,32376.9696969697,4.56,4.41,4.94,0.3393939,0.3454545,0.7272727
"06037108101","Census Tract 1081.01, Los Angeles County, California","ACSSF","ca","140","00","0004265",,,,,"06","037",,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108101","Census Tract 1081.01",,,,3.03,114,32,24,22,13,17,6,0,765,651,77,226,152,129,53,14,0,114,32,24,22,13,17,6,0,41.81818,56.9697,22.42424,40,40,34.54546,22.42424,12.72727,7.878788,38.78788,19.39394,14.54545,14.54545,8.484848,10.90909,5.454545,7.878788,133973,,129773,124048,189015,160000,,,13002.4242424242,,29965.4545454545,10467.2727272727,16403.0303030303,31397.5757575758,,,3.03,3.04,2.96,0.1393939,0.1636364,0.4424242
"06037108102","Census Tract 1081.02, Los Angeles County, California","ACSSF","ca","140","00","0004266",,,,,"06","037",,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108102","Census Tract 1081.02",,,,3,126,32,15,43,12,8,16,0,1141,1015,120,322,217,286,64,6,0,126,32,15,43,12,8,16,0,65.45454,64.84849,38.18182,49.69697,55.75758,65.45454,29.69697,6.060606,7.878788,39.39394,20,14.54545,24.24242,11.51515,9.090909,14.54545,7.878788,115583,,116150,107059,231000,,,,5516.9696969697,,24690.9090909091,24174.5454545455,65253.9393939394,,,,3,3,3.06,0.1333333,0.1333333,0.5030303
"06037108103","Census Tract 1081.03, Los Angeles County, California","ACSSF","ca","140","00","0004267",,,,,"06","037",,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108103","Census Tract 1081.03",,,,3.12,93,9,26,4,25,29,0,0,981,888,51,387,213,161,42,14,20,93,9,26,4,25,29,0,0,63.0303,76.9697,26.06061,51.51515,55.15152,53.93939,24.84848,9.69697,15.75758,40.60606,9.090909,21.21212,4.848485,21.81818,25.45455,7.878788,7.878788,138694,,140350,160156,130543,186509,,,6326.66666666667,,21356.3636363636,53386.0606060606,39270.9090909091,16470.9090909091,,,3.12,3.08,3.57,0.169697,0.1818182,0.6606061
"06037108104","Census Tract 1081.04, Los Angeles County, California","ACSSF","ca","140","00","0004268",,,,,"06","037",,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108104","Census Tract 1081.04",,,,3.14,70,0,33,6,6,25,0,0,559,489,49,223,77,82,14,19,25,70,0,33,6,6,25,0,0,40,47.87879,19.39394,34.54546,28.48485,21.21212,10.30303,12.12121,23.63636,29.69697,7.878788,20,6.060606,5.454545,18.18182,7.878788,7.878788,151458,51417,119583,166458,197000,177708,,,28274.5454545455,11932.7272727273,27649.696969697,46347.8787878788,50325.4545454546,98044.8484848485,,,3.14,3.07,3.61,0.2727273,0.3030303,0.6
